initial key,initial value,assigned workspace,assigned bucket,assigned key name,is merged
iospoe.user.button.normalTitle.log-in,Log In,user,,normaltitle_log_in,FALSE
iospoe.user.common.confirm,Confirm,user,user_common,confirm,FALSE
iospoe.user.explore-feed.title.browse-tab,Browse,user,user_explore_feed_title_browse,tab,FALSE
iospoe.user.explore-feed.title.watch-tab,For You,user,user_explore_feed_title_watch,tab,FALSE
iospoe.user.home.idfa-request-popup.description,Receive the latest promo info and recommendations tailored to you outside of Traveloka App!,user,user_home_idfa_request_popup,description,FALSE
iospoe.user.home.idfa-request-popup.dont-track-notification-description,Changed your mind? Go to your phone settings and allow permission for data tracking service.,user,user_home_idfa_request_popup_dont_track_notification,description,FALSE
iospoe.user.home.idfa-request-popup.dont-track-notification-title,You chose not to receive Traveloka recommendations outside our app.,user,user_home_idfa_request_popup_dont_track_notification,title,FALSE
iospoe.user.home.idfa-request-popup.primary-button-title,Continue,user,user_home_idfa_request_popup_primary_button,title,FALSE
iospoe.user.home.idfa-request-popup.title,We''d Like to Reach You Better,user,user_home_idfa_request_popup,title,FALSE
iospoe.user.homepage.button.location-permission-cancel,Not Now,user,user_homepage,location_permission_cancel,FALSE
iospoe.user.homepage.button.location-permission-confirm,Continue,user,user_homepage,location_permission_confirm,FALSE
iospoe.user.homepage.label.account-login-title,Log in and Get the Best Experience,user,user_homepage_label_account_login,title,FALSE
iospoe.user.homepage.label.location-permission-description,Get the most relevant product recommendations by tapping the button below.,user,user_homepage_label_location_permission,description,FALSE
iospoe.user.homepage.label.location-permission-title,"Enable Location Services, Get Personal Recommendations",user,user_homepage_label_location_permission,title,FALSE
iospoe.user.login-benefit-banner.text-loyalty-points,"<b><a href=""link"">Log in or Register</a></b> now to earn <b>Points</b>! No worries, your booking will be saved.",user,user_login_benefit_banner,loyalty_points,FALSE
iospoe.user.manage-booking.label.title-flight,Refund & Reschedule,user,user_manage_booking_label,flight,
iospoe.user.message-center-announcement.label.date-1-hour-ago,1 hour ago,user,user_message_center_announcement,date_1_hour_ago,FALSE
iospoe.user.message-center-announcement.label.date-1-minute-ago,1 min ago,user,user_message_center_announcement,date_1_minute_ago,FALSE
iospoe.user.message-center-announcement.label.date-less-than-1-hour-%ld,{0} mins ago,user,user_message_center_announcement,date_less_than_1_hour_d,FALSE
iospoe.user.message-center-announcement.label.date-less-than-1-minute,A moment ago,user,user_message_center_announcement,date_less_than_1_minute,FALSE
iospoe.user.message-center-announcement.label.date-less-than-1-month-%@-%@,{0} {1},user,user_message_center_announcement,date_less_than_1_month,FALSE
iospoe.user.message-center-announcement.label.date-less-than-1-week-%@-%@,{0} {1},user,user_message_center_announcement,date_less_than_1_week,FALSE
iospoe.user.message-center-announcement.label.date-less-than-12-hours-%ld,{0} hours ago,user,user_message_center_announcement,date_less_than_12_hours_d,FALSE
iospoe.user.message-center-announcement.label.date-today,Today,user,user_message_center_announcement,date_today,FALSE
iospoe.user.message-center-announcement.label.date-yesterday,Yesterday,user,user_message_center_announcement,date_yesterday,FALSE
iospoe.user.messageCenter.chatDetail.attachmentActionSheet.camera.title,Camera,user,user_messagecenter_chatdetail_attachmentactionsheet_camera,title,FALSE
iospoe.user.messageCenter.chatDetail.attachmentActionSheet.photoLibrary.title,Image from Gallery,user,user_messagecenter_chatdetail_attachmentactionsheet_photolibrary,title,FALSE
iospoe.user.my-account-tab.label.points-hundred-thousands-format,k,user,user_my_account_tab,points_hundred_thousands_format,FALSE
iospoe.user.my-account-tab.label.points-ten-thousands-format,k,user,user_my_account_tab,points_ten_thousands_format,FALSE
iospoe.user.my-account-tab.label.points-thousands-format,k,user,user_my_account_tab,points_thousands_format,FALSE
iospoe.user.my-account.tab.label.points-millions-format,mio,user,user_my_account_tab,points_millions_format,FALSE
iospoe.user.my-review.label.submitted-review-read-more,READ MORE,user,user_my_review,submitted_review_read_more,FALSE
iospoe.user.promo-widget.button.copy,COPY,user,user_promo_widget,copy,
iospoe.user.promo-widget.button.product-container-show-more,Show More,user,user_promo_widget,product_container_show_more,FALSE
iospoe.user.register.label.email-placeholder,Email,user,user_register_label_email,placeholder,FALSE
iospoe.user.review-consumption.label.review-detail-title,Review Details,user,user_review_consumption_label_review_detail,title,FALSE
iospoe.user.saved-items.add-remove.collection-limit,You''ve reached your Travel Plan limit.,user,,,FALSE
iospoe.user.saved-items.add-remove.confirm,Save,user,user_saved_items_add_remove,confirm,FALSE
iospoe.user.saved-items.add-remove.create-collection,New Travel Plan,user,,,FALSE
iospoe.user.saved-items.add-remove.item-limit-%@,Max. {0} items reached.,user,,,FALSE
iospoe.user.saved-items.add-remove.last-updated,Last updated {0},user,,,FALSE
iospoe.user.saved-items.add-remove.recently-added,Recently added here,user,,,FALSE
iospoe.user.saved-items.add-remove.success,Added to your Travel Plan(s),user,user_saved_items_add_remove,success,FALSE
iospoe.user.saved-items.add-remove.title,Manage this item,user,user_saved_items_add_remove,title,FALSE
iospoe.user.saved-items.all.disclaimer,The price shown is an estimate and may change. Please double-check the final price before completing checkout.,user,,,FALSE
iospoe.user.saved-items.all.empty-filter.button,Change Filter,user,user_saved_items_all_empty_filter,button,FALSE
iospoe.user.saved-items.all.empty-filter.description,Try changing your filter to see the products you’re looking for.,user,user_saved_items_all_empty_filter,description,FALSE
iospoe.user.saved-items.all.empty-filter.title,Seems like no products match your filter,user,user_saved_items_all_empty_filter,title,FALSE
iospoe.user.saved-items.all.empty.description,"Let’s explore Traveloka products and save your favorites, 
so you will never lose track of what you love!",user,user_saved_items_all_empty,description,FALSE
iospoe.user.saved-items.all.empty.title,You haven’t saved any products,user,user_saved_items_all_empty,title,FALSE
iospoe.user.saved-items.all.generic-error.description,Please try again.,user,user_saved_items_all_generic_error,description,FALSE
iospoe.user.saved-items.all.generic-error.title,Failed to load your products,user,user_saved_items_all_generic_error,title,FALSE
iospoe.user.saved-items.all.loading.title,Loading...,user,user_saved_items_all_loading,title,FALSE
iospoe.user.saved-items.all.page-title,Your saved items,user,user_saved_items_all_page,title,FALSE
iospoe.user.saved-items.all.unavailable.peek,Take a look,user,,,FALSE
iospoe.user.saved-items.all.unavailable.title,Some items are unavailable,user,user_saved_items_all_unavailable,title,FALSE
iospoe.user.saved-items.bookmark-detail.banner.switch-title.label,Show Estimated Budget,user,user_saved_items_bookmark_detail_banner_switch_title,label,FALSE
iospoe.user.saved-items.bookmark-detail.banner.title.label,Compiling your trip itinerary here? Now you can plan the budget easily.,user,user_saved_items_bookmark_detail_banner_title,label,FALSE
iospoe.user.saved-items.bulk-unavailable.button.remove-all,Remove all,user,user_saved_items_bulk_unavailable,remove_all,FALSE
iospoe.user.saved-items.bulk-unavailable.callout,Removing unavailable items will free up storage in your saved items.,user,,,FALSE
iospoe.user.saved-items.bulk-unavailable.title,{0} Unavailable item(s),user,user_saved_items_bulk_unavailable,title,FALSE
iospoe.user.saved-items.button.collection-detail-view-only-onboarding-button,Learn more about Saved and Travel Plan,user,user_saved_items_button_collection_detail_view_only_onboarding,button,FALSE
iospoe.user.saved-items.button.next,Next,user,user_saved_items,next,FALSE
iospoe.user.saved-items.button.previous,Previous,user,user_saved_items,previous,FALSE
iospoe.user.saved-items.button.price-tracker-banner-action,See What''s New,user,user_saved_items,price_tracker_banner_action,FALSE
iospoe.user.saved-items.button.reset-filter-empty-state-button-title,Reset Filter,user,user_saved_items_button_reset_filter_empty_state_button,title,FALSE
iospoe.user.saved-items.button.saved-items-collection-list-view-create-new-collection-title,Create new Plan,user,user_saved_items_button_saved_items_collection_list_view_create_new_collection,title,FALSE
iospoe.user.saved-items.button.saved-items-product-entry-collection-list-header-view-title,Add this item to Travel Plan?,user,user_saved_items_button_saved_items_product_entry_collection_list_header_view,title,FALSE
iospoe.user.saved-items.card.article.read-duration,{0} mins read,user,user_saved_items_card_article_read,duration,FALSE
iospoe.user.saved-items.card.by-author,By {0},user,,,FALSE
iospoe.user.saved-items.card.cta,Select,user,user_saved_items_card,cta,FALSE
iospoe.user.saved-items.card.date-placeholder,Stay date,user,user_saved_items_card_date,placeholder,FALSE
iospoe.user.saved-items.card.day-diff,+{0} day,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.accom,Hotel,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.article,Article,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.badge,Product not found,user,user_saved_items_card_failed_to_retrieve,badge,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.bus,Bus,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.default,Failed to show the product,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.destination,Destination,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.experience,Experience,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.explore,Explore,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.flight,Flight,user,,,FALSE
iospoe.user.saved-items.card.failed-to-retrieve.landmark,Landmark,user,,,FALSE
iospoe.user.saved-items.card.flight.depart,Depart,user,,,FALSE
iospoe.user.saved-items.card.flight.return,Return,user,,,FALSE
iospoe.user.saved-items.card.notes.no-notes,No notes,user,,,FALSE
iospoe.user.saved-items.card.recommendation-footer.negative,Not for me,user,,,FALSE
iospoe.user.saved-items.card.recommendation-footer.positive,Save it,user,,,FALSE
iospoe.user.saved-items.card.recommendation-footer.saved,"Yay, saved!",user,,,FALSE
iospoe.user.saved-items.card.reviews,{0} reviews,user,,,FALSE
iospoe.user.saved-items.card.stops,{0} stops,user,,,FALSE
iospoe.user.saved-items.collection-detail.add-items.label,Add Items,user,user_saved_items_collection_detail_add_items,label,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.empty.description,Unmatched filters or inspiration-only items (like Articles) may be the issue. Please change the filter.,user,user_saved_items_collection_page_budget_estimation_empty,description,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.empty.title,Unable to show the budget estimation,user,user_saved_items_collection_page_budget_estimation_empty,title,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.header.description,Select items to get the estimation.,user,user_saved_items_collection_page_budget_estimation_header,description,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.tray.badge,Date is not specified,user,user_saved_items_collection_page_budget_estimation_tray,badge,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.tray.header.badge-tag,Strictly for an estimation.,user,user_saved_items_collection_page_budget_estimation_tray,badge_tag,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.tray.header.count,{0} item(s) selected,user,user_saved_items_collection_page_budget_estimation_tray,count,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.tray.header.estimated-total,Estimated total budget,user,user_saved_items_collection_page_budget_estimation_tray,estimated_total,FALSE
iospoe.user.saved-items.collection-page.budget-estimation.tray.header.save,You save {0},user,user_saved_items_collection_page_budget_estimation_tray,save,FALSE
iospoe.user.saved-items.collection-page.delete.description,You can remove it only from this Plan or All Saved Items.,user,user_saved_items_collection_page_delete,description,FALSE
iospoe.user.saved-items.collection-page.delete.remove-from-all,Remove from All,user,,,FALSE
iospoe.user.saved-items.collection-page.delete.remove-from-collection,Remove from Plan,user,,,FALSE
iospoe.user.saved-items.collection-page.delete.title,Remove this item?,user,user_saved_items_collection_page_delete,title,FALSE
iospoe.user.saved-items.collection-page.destination-picker.placeholder,Search city or area,user,user_saved_items_collection_page_destination_picker,placeholder,FALSE
iospoe.user.saved-items.collection-page.empty.description,Add your favorite items here.,user,user_saved_items_collection_page_empty,description,FALSE
iospoe.user.saved-items.collection-page.empty.title,Let’s plan a trip!,user,user_saved_items_collection_page_empty,title,FALSE
iospoe.user.saved-items.collection-page.error.element.description,An unexpected issue has occurred. Please refresh the page.,user,user_saved_items_collection_page_error_element,description,FALSE
iospoe.user.saved-items.collection-page.error.generic.button,Go to Travel Plan,user,user_saved_items_collection_page_error_generic,button,FALSE
iospoe.user.saved-items.collection-page.error.generic.description,"Unfortunately, we encounter some issues now. Please try again later.",user,user_saved_items_collection_page_error_generic,description,FALSE
iospoe.user.saved-items.collection-page.error.generic.title,An unexpected issue has occurred,user,user_saved_items_collection_page_error_generic,title,FALSE
iospoe.user.saved-items.collection-page.error.not-found.description,It seems the Travel Plan has been deleted or the link is incorrect. Check the link again or create your own Travel Plan!,user,user_saved_items_collection_page_error_not_found,description,FALSE
iospoe.user.saved-items.collection-page.error.not-found.title,Travel Plan is not found,user,user_saved_items_collection_page_error_not_found,title,FALSE
iospoe.user.saved-items.collection-page.error.recommendation.button,Refresh,user,user_saved_items_collection_page_error_recommendation,button,FALSE
iospoe.user.saved-items.collection-page.header.budget-estimation,Budget Estimation,user,user_saved_items_collection_page,budget_estimation,FALSE
iospoe.user.saved-items.collection-page.header.calendar.day-range,{0}D,user,user_saved_items_collection_page,calendar_day_range,FALSE
iospoe.user.saved-items.collection-page.header.calendar.default-range-days,Days,user,user_saved_items_collection_page,calendar_default_range_days,FALSE
iospoe.user.saved-items.collection-page.header.items,{0} item(s),user,user_saved_items_collection_page,items,FALSE
iospoe.user.saved-items.collection-page.header.last-updated,Last updated: {0},user,user_saved_items_collection_page,last_updated,FALSE
iospoe.user.saved-items.collection-page.header.questionnaire.travel-date.exact-day,In {0} days,user,user_saved_items_collection_page,questionnaire_travel_date_exact_day,FALSE
iospoe.user.saved-items.collection-page.loading.element.description,"Please wait, this won’t take long.",user,user_saved_items_collection_page_loading_element,description,FALSE
iospoe.user.saved-items.collection-page.loading.full.description,"Please wait, this won’t take long.",user,user_saved_items_collection_page_loading_full,description,FALSE
iospoe.user.saved-items.collection-page.loading.full.title,Loading the page,user,user_saved_items_collection_page_loading_full,title,FALSE
iospoe.user.saved-items.collection-page.preview-footer.text,This is what you’ll share. Some information are hidden to protect your privacy.,user,user_saved_items_collection_page_preview_footer,text,FALSE
iospoe.user.saved-items.collection-page.questionnaire.companions.placeholder,Trip mates,user,user_saved_items_collection_page_questionnaire_companions,placeholder,FALSE
iospoe.user.saved-items.collection-page.questionnaire.location.placeholder,Origin,user,user_saved_items_collection_page_questionnaire_location,placeholder,FALSE
iospoe.user.saved-items.collection-page.questionnaire.travel-date.placeholder,Time,user,user_saved_items_collection_page_questionnaire_travel_date,placeholder,FALSE
iospoe.user.saved-items.collection-page.questionnaire.travel.date.range-day,{0} Days,user,,,FALSE
iospoe.user.saved-items.collection-page.questionnaire.trip-interests.placeholder,Your interests,user,user_saved_items_collection_page_questionnaire_trip_interests,placeholder,FALSE
iospoe.user.saved-items.collection-page.recommendation.filter.best.title,Top picks,user,user_saved_items_collection_page_recommendation_filter_best,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.filter.content.title,Explore,user,user_saved_items_collection_page_recommendation_filter_content,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.filter.flight.title,Flights,user,user_saved_items_collection_page_recommendation_filter_flight,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.filter.hotel.title,Hotels,user,user_saved_items_collection_page_recommendation_filter_hotel,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.filter.xperience.title,Xperience,user,user_saved_items_collection_page_recommendation_filter_xperience,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.flight.header-title,These flights are too good to skip  🤩,user,user_saved_items_collection_page_recommendation_flight_header,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.flight.price-description,Starts from,user,user_saved_items_collection_page_recommendation_flight_price,description,FALSE
iospoe.user.saved-items.collection-page.recommendation.pill-entry.description,More in,user,user_saved_items_collection_page_recommendation_pill_entry,description,FALSE
iospoe.user.saved-items.collection-page.recommendation.query.header-title,Didn’t find what you want? Try these!,user,user_saved_items_collection_page_recommendation_query_header,title,FALSE
iospoe.user.saved-items.collection-page.recommendation.tray-header.similar-item.title,Similar to:,user,user_saved_items_collection_page_recommendation_tray_header_similar_item,title,FALSE
iospoe.user.saved-items.collection-page.settings.delete-pop-up.cancel,Cancel,user,user_saved_items_collection_page_settings_delete_pop_up,cancel,FALSE
iospoe.user.saved-items.collection-page.settings.delete-pop-up.confirm,"Yes, delete it",user,user_saved_items_collection_page_settings_delete_pop_up,confirm,FALSE
iospoe.user.saved-items.collection-page.settings.delete-pop-up.description,Find this Travel Plan’s products in All Saved Items.,user,user_saved_items_collection_page_settings_delete_pop_up,description,FALSE
iospoe.user.saved-items.collection-page.settings.delete-pop-up.title,Delete this Plan?,user,user_saved_items_collection_page_settings_delete_pop_up,title,FALSE
iospoe.user.saved-items.collection-page.settings.delete-success,Successfully deleted Travel Plan.,user,user_saved_items_collection_page_settings_delete,success,FALSE
iospoe.user.saved-items.collection-page.settings.delete.text,Delete this Travel Plan,user,user_saved_items_collection_page_settings_delete,text,FALSE
iospoe.user.saved-items.collection-page.settings.destination-picker.subtitle,Max. {0} destinations,user,user_saved_items_collection_page_settings_destination_picker,subtitle,FALSE
iospoe.user.saved-items.collection-page.settings.destination-picker.title,Select Destinations,user,user_saved_items_collection_page_settings_destination_picker,title,FALSE
iospoe.user.saved-items.collection-page.settings.leave-pop-up.cancel,Discard changes,user,user_saved_items_collection_page_settings_leave_pop_up,cancel,FALSE
iospoe.user.saved-items.collection-page.settings.leave-pop-up.confirm,Save changes,user,user_saved_items_collection_page_settings_leave_pop_up,confirm,FALSE
iospoe.user.saved-items.collection-page.settings.leave-pop-up.description,Wait! You have unsaved changes. Save them now?,user,user_saved_items_collection_page_settings_leave_pop_up,description,FALSE
iospoe.user.saved-items.collection-page.settings.leave-pop-up.title,Changes aren’t saved yet,user,user_saved_items_collection_page_settings_leave_pop_up,title,FALSE
iospoe.user.saved-items.collection-page.settings.name.caption.default,"It’s your trip, so name it however you like. | Max. 100 characters.",user,user_saved_items_collection_page_settings_name,default,FALSE
iospoe.user.saved-items.collection-page.settings.name.caption.editing,{0} characters left,user,user_saved_items_collection_page_settings_name,editing,FALSE
iospoe.user.saved-items.collection-page.settings.name.caption.error-max,-{0} characters,user,user_saved_items_collection_page_settings_name,error_max,FALSE
iospoe.user.saved-items.collection-page.settings.name.caption.error-min,Min. {0} characters,user,user_saved_items_collection_page_settings_name,error_min,FALSE
iospoe.user.saved-items.collection-page.settings.name.title,My Travel Plan’s Name,user,user_saved_items_collection_page_settings_name,title,FALSE
iospoe.user.saved-items.collection-page.settings.plan.add,Add,user,,,FALSE
iospoe.user.saved-items.collection-page.settings.plan.geo-title,You’ve saved products from the locations below.,user,user_saved_items_collection_page_settings_plan_geo,title,FALSE
iospoe.user.saved-items.collection-page.settings.plan.placeholder,Select destinations,user,user_saved_items_collection_page_settings_plan,placeholder,FALSE
iospoe.user.saved-items.collection-page.settings.plan.subtitle-empty,Select at least one destination.,user,user_saved_items_collection_page_settings_plan,empty,FALSE
iospoe.user.saved-items.collection-page.settings.plan.subtitle,We’ll recommend products based on your destinations.,user,user_saved_items_collection_page_settings_plan,subtitle,FALSE
iospoe.user.saved-items.collection-page.settings.plan.title,My Destinations:,user,user_saved_items_collection_page_settings_plan,title,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.companion.placeholder,People you’ll travel with,user,user_saved_items_collection_page_settings_questionnaire_companion,placeholder,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.companion.title,Trip Mates,user,user_saved_items_collection_page_settings_questionnaire_companion,title,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.location.placeholder,Set my origin location,user,user_saved_items_collection_page_settings_questionnaire_location,placeholder,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.location.title,Origin,user,user_saved_items_collection_page_settings_questionnaire_location,title,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.title,My Travel Plan’s Details,user,user_saved_items_collection_page_settings_questionnaire,title,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.travel-date.placeholder,Your travel dates or duration,user,user_saved_items_collection_page_settings_questionnaire_travel_date,placeholder,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.travel-date.title,Time,user,user_saved_items_collection_page_settings_questionnaire_travel_date,title,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.trip-interest.placeholder,What you want to see or visit,user,user_saved_items_collection_page_settings_questionnaire_trip_interest,placeholder,FALSE
iospoe.user.saved-items.collection-page.settings.questionnaire.trip-interest.title,Your Interests,user,user_saved_items_collection_page_settings_questionnaire_trip_interest,title,FALSE
iospoe.user.saved-items.collection-page.settings.save,Save changes,user,user_saved_items_collection_page_settings,save,FALSE
iospoe.user.saved-items.collection-page.settings.title,Edit Travel Plan,user,user_saved_items_collection_page_settings,title,FALSE
iospoe.user.saved-items.collection-page.settings.toggle.reco.description,"When turned off, you won’t receive any recommendations in this Plan.",user,user_saved_items_collection_page_settings_toggle_reco,description,FALSE
iospoe.user.saved-items.collection-page.settings.toggle.reco.title,I want recommendations,user,user_saved_items_collection_page_settings_toggle_reco,title,FALSE
iospoe.user.saved-items.collection-page.settings.toggle.share.description,"When turned off, the link will become inaccessible to anyone who had it before.",user,user_saved_items_collection_page_settings_toggle_share,description,FALSE
iospoe.user.saved-items.collection-page.settings.toggle.share.title,I want to share this Travel Plan,user,user_saved_items_collection_page_settings_toggle_share,title,FALSE
iospoe.user.saved-items.collection-page.share.button.link,Share,user,user_saved_items_collection_page_share_button,link,FALSE
iospoe.user.saved-items.collection-page.share.button.preview,Check the preview,user,user_saved_items_collection_page_share,preview,FALSE
iospoe.user.saved-items.collection-page.share.description,"Anyone with the link can view, but not edit this Plan. Check the preview to see what you’ll share with others.",user,user_saved_items_collection_page_share,description,FALSE
iospoe.user.saved-items.collection-page.share.title,Share this Plan?,user,user_saved_items_collection_page_share,title,FALSE
iospoe.user.saved-items.collection-settings.image-warning-description.label,"If you proceed, others may not be able to see your cover image. Are you sure you want to publish your collection?",user,user_saved_items_collection_settings_image_warning_description,label,FALSE
iospoe.user.saved-items.collection-settings.image-warning-primary-action.label,Change Image,user,user_saved_items_collection_settings_image_warning_primary_action,label,FALSE
iospoe.user.saved-items.collection-settings.image-warning-secondary-action.label,Publish Anyway,user,user_saved_items_collection_settings_image_warning_secondary_action,label,FALSE
iospoe.user.saved-items.collection-settings.image-warning-title.label,Image not verified as safe,user,user_saved_items_collection_settings_image_warning_title,label,FALSE
iospoe.user.saved-items.collectionList.collectionContentWarning.label,Action required,user,user_saved_items_collectionlist_collectioncontentwarning,label,FALSE
iospoe.user.saved-items.common.failed,Failed to save the changes.,user,user_saved_items_common,failed,FALSE
iospoe.user.saved-items.common.success,Changes saved.,user,user_saved_items_common,success,FALSE
iospoe.user.saved-items.create-travel-plan.randomize.button,Get name ideas,user,user_saved_items_create_travel_plan_randomize,button,FALSE
iospoe.user.saved-items.create-travel-plan.randomize.characters-%@-%@,{0}/{1} characters,user,,,FALSE
iospoe.user.saved-items.create-travel-plan.randomize.error,Try to randomizing again,user,user_saved_items_create_travel_plan_randomize,error,FALSE
iospoe.user.saved-items.create-travel-plan.subtitle,Easily group your saved items by destination.,user,user_saved_items_create_travel_plan,subtitle,FALSE
iospoe.user.saved-items.create-travel-plan.title,Save this to a new Travel Plan!,user,user_saved_items_create_travel_plan,title,FALSE
iospoe.user.saved-items.destination-filter.error-filter-applied-button-title,Try Again,user,user_saved_items_destination_filter_error_filter_applied_button,title,FALSE
iospoe.user.saved-items.destination-filter.error-filter-applied-message,Mind trying again? You can also try changing the filters.,user,user_saved_items_destination_filter_error_filter_applied,message,FALSE
iospoe.user.saved-items.destination-filter.error-filter-applied-title,Hmm... The items couldn’t seem to load,user,user_saved_items_destination_filter_error_filter_applied,title,FALSE
iospoe.user.saved-items.destination-filter.filter-header-all-locations,All locations,user,user_saved_items_destination_filter_filter,all_locations,FALSE
iospoe.user.saved-items.destination-filter.filter-header-all-types,All types,user,user_saved_items_destination_filter_filter,all_types,FALSE
iospoe.user.saved-items.destination-filter.filter-header-reset-filter,Reset Filter,user,user_saved_items_destination_filter_filter,reset_filter,FALSE
iospoe.user.saved-items.destination-filter.label.location-header,Type a city or destination,user,user_saved_items_destination_filter_label_location,header,FALSE
iospoe.user.saved-items.destination-filter.label.location-placeholder,e.g. London,user,user_saved_items_destination_filter_label_location,placeholder,FALSE
iospoe.user.saved-items.destination-filter.search-error.location-not-found-%@,"Hmm... You don’t have any saved items for ""{0}"" that match. Try another location?",user,,,FALSE
iospoe.user.saved-items.destination-filter.section.location-empty-list,No locations were detected from your saves,user,,,FALSE
iospoe.user.saved-items.destination-filter.section.location,Locations of your saves,user,user_saved_items_destination_filter_section,location,FALSE
iospoe.user.saved-items.destination-filter.section.product,Items you''ve saved,user,,,FALSE
iospoe.user.saved-items.filter-section-title,Filter,user,user_saved_items_filter_section,title,FALSE
iospoe.user.saved-items.filter.other,Others,user,,,FALSE
iospoe.user.saved-items.generic.remove,"Yes, remove",user,user_saved_items_generic,remove,FALSE
iospoe.user.saved-items.go-to-all-saved,Go to All Saved Items,user,,,FALSE
iospoe.user.saved-items.label.budget-enablement-toggle-subtitle,"When you add items for a trip here, you’ll see the trip’s budget estimation.",user,user_saved_items_label_budget_enablement_toggle,subtitle,FALSE
iospoe.user.saved-items.label.budget-enablement-toggle-title,Show Estimated Budget,user,user_saved_items_label_budget_enablement_toggle,title,FALSE
iospoe.user.saved-items.label.collection-detail-add-image,Add Cover,user,user_saved_items,collection_detail_add_image,FALSE
iospoe.user.saved-items.label.collection-detail-add-items,Add Items,user,user_saved_items,collection_detail_add_items,FALSE
iospoe.user.saved-items.label.collection-detail-author-last-updated-%@,Last updated on {0},user,user_saved_items,collection_detail_author_last_updated,FALSE
iospoe.user.saved-items.label.collection-detail-empty-state-description,Fill this empty Travel Plan with your saved items. Or tap the bookmark icon on your favorite item''s page to save them!,user,user_saved_items_label_collection_detail_empty_state,description,FALSE
iospoe.user.saved-items.label.collection-detail-empty-state-title,No Items in This Travel Plan,user,user_saved_items_label_collection_detail_empty_state,title,FALSE
iospoe.user.saved-items.label.collection-detail-preview-action-description,We could not complete your request because this page is meant only to preview your collection.,user,user_saved_items_label_collection_detail_preview_action,description,FALSE
iospoe.user.saved-items.label.collection-detail-preview-action-title,This is a Preview Page,user,user_saved_items_label_collection_detail_preview_action,title,FALSE
iospoe.user.saved-items.label.collection-detail-preview-tag-format-%@,This is what your collection looks like to {0},user,user_saved_items,collection_detail_preview_tag_format,FALSE
iospoe.user.saved-items.label.collection-detail-preview-tag-highlighted,Public,user,user_saved_items,collection_detail_preview_tag_highlighted,FALSE
iospoe.user.saved-items.label.collection-detail-public-banner-description-full-%@,Anyone on Traveloka can find and view this collection. Preview it {0}.,user,user_saved_items_label_collection_detail_public_banner,full,FALSE
iospoe.user.saved-items.label.collection-detail-public-banner-description-highlighted,here,user,user_saved_items_label_collection_detail_public_banner,highlighted,FALSE
iospoe.user.saved-items.label.collection-detail-public-banner-title,Set Collection to Public,user,user_saved_items_label_collection_detail_public_banner,title,FALSE
iospoe.user.saved-items.label.collection-detail-section-header-format-%@,{0}''s picks for this collection,user,user_saved_items_label_collection_detail_section,format,FALSE
iospoe.user.saved-items.label.collection-detail-set-public-confirmation-description,Your collection will be available for others to see on Traveloka. Set to public?,user,user_saved_items_label_collection_detail_set_public_confirmation,description,FALSE
iospoe.user.saved-items.label.collection-detail-set-public-confirmation-title,Set Collection to Public,user,user_saved_items_label_collection_detail_set_public_confirmation,title,FALSE
iospoe.user.saved-items.label.collection-detail-share,Share,user,user_saved_items,collection_detail_share,
iospoe.user.saved-items.label.collection-detail-sharing-preview-title-%@,Check out my collection: {0},user,user_saved_items_label_collection_detail_sharing_preview,title,FALSE
iospoe.user.saved-items.label.collection-detail-three-dots-delete-action,Delete Travel Plan,user,user_saved_items,collection_detail_three_dots_delete_action,FALSE
iospoe.user.saved-items.label.collection-detail-three-dots-edit-action,Edit Travel Plan,user,user_saved_items,collection_detail_three_dots_edit_action,FALSE
